Intake.Type,Intake.Subtype,Animal.Type,Sex,Intake.Condition,Breed,Coat.Color.Pattern,Week.Number,Age
OWNER SUR,RETURN,DOG,S,NORMAL,BORDER COLLIE,BLACK,0.86,3.211
OWNER SUR,OTC,CAT,S,NORMAL,ORIENTAL SH,BLACK,0.86,2.416
OWNER SUR,OTC,CAT,S,NORMAL,ORIENTAL SH,BLACK,0.86,2.416
STRAY,OTC,CAT,N,NORMAL,DOMESTIC LH,CRM TABBY,0.86,13.241
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BROWN,0.86,13.243
STRAY,FIELD,CAT,F,INJURED,DOMESTIC LH,BROWN,0.86,2.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,TORTIE,0.86,2.186
OWNER SUR,OTC,DOG,N,NORMAL,BEAGLE,TRICOLOR,0.86,13.969
PUBLIC AST,OIJ,DOG,S,PREGNANT,PIT BULL,BLK TIGER,0.86,18.224
STRAY,OTC,DOG,S,NORMAL,YORKSHIRE TERR,SABLE,0.86,18.241
OWNER SUR,OTC,DOG,N,NORMAL,AUST CATTLE DOG,BLUE TICK,0.86,13.186
STRAY,FIELD,DOG,M,NORMAL,PIT BULL,WHITE,0.86,13.186
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,CHOCOLATE,0.86,13.186
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,STAFFORDSHIRE,BLACK,0.86,13.249
STRAY,OTC,DOG,S,NORMAL,BOXER,BROWN,0.86,13.711
STRAY,FIELD,DOG,F,NORMAL,MASTIFF,BR BRINDLE,0.86,18.969
STRAY,OTC,DOG,N,NORMAL,SHIH TZU,WHITE,0.86,18.189
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,0.86,20.224
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLUE MERLE,0.86,20.241
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,0.86,20.241
STRAY,OTC,DOG,S,NORMAL,BOXER,BROWN,0.86,19.189
STRAY,FIELD,DOG,M,NORMAL,MASTIFF,TAN,0.86,19.189
OWNER SUR,FIELD,DOG,M,SICK,PIT BULL,BROWN,0.86,20.189
STRAY,FIELD,CAT,F,SICK,DOMESTIC SH,BRN TABBY,0.86,20.189
STRAY,OTC,CAT,S,NORMAL,PERSIAN,CALICO,0.86,20.189
OWNER SUR,OTC,DOG,N,NORMAL,LABRADOR RETR,YELLOW,0.86,21.947
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,0.86,21.515
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,GERM SHEPHERD,RED,0.86,22.194
STRAY,OTC,DOG,S,NORMAL,BEAGLE,TRICOLOR,0.86,22.246
STRAY,OTC,DOG,N,NORMAL,DACHSHUND WH,GRAY,0.86,23.219
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,0.86,24.219
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,0.86,4.243
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BLUE,1,1.657
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BLACK,1,1.657
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BLUE,1,1.657
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BLACK,1,1.657
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BLACK,1,1.657
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,1,1.603
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,1,1.603
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,1,1.603
STRAY,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,1,1.603
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BROWN,1,1.603
STRAY,OTC,DOG,S,NORMAL,BORDER COLLIE,BLACK,1,1.611
OWNER SUR,OTC,DOG,S,NORMAL,DACHSHUND,BLACK,1,1.746
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,1,1.78
STRAY,OTC,CAT,N,NORMAL,DOMESTIC MH,BLACK,1,1.907
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BLACK,1,1.907
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,1,1.91
STRAY,FIELD,DOG,F,NORMAL,PIT BULL,TAN,1,1.853
STRAY,FIELD,DOG,S,SICK,PIT BULL,TAN,1,1.853
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE TABBY,1,1.863
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,1,3.163
STRAY,OTC,DOG,N,NORMAL,GREYHOUND,WHITE,1,3.103
STRAY,FIELD,DOG,S,NORMAL,BEAGLE,TRICOLOR,1,3.135
STRAY,FIELD,DOG,N,NORMAL,LABRADOR RETR,BLACK,1,3.219
STRAY,OTC,DOG,N,NORMAL,SCHNAUZER STAND,GRAY,1,2.41
STRAY,OTC,DOG,N,NORMAL,PIT BULL,CHOCOLATE,1,13.238
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BLACK,1,2.186
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BLACK,1,2.186
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC MH,BRN TABBY,1,2.186
OWNER SUR,OTC,DOG,N,NORMAL,BORDER COLLIE,BLACK,1,2.902
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,BLACK,1,2.991
STRAY,OTC,DOG,S,NORMAL,BORDER COLLIE,TRICOLOR,1,14.257
STRAY,FIELD,DOG,N,NORMAL,BULL TERRIER,BR BRINDLE,1,18.227
STRAY,OTC,CAT,F,NORMAL,DOMESTIC SH,WHITE,1,13.186
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,CANE CORSO,BLUE,1,13.186
OWNER SUR,NO SUBTYPE,DOG,S,NORMAL,QUEENSLAND HEEL,WHITE,1,13.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,GRAY,1,13.189
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BLACK,1,18.969
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,1,19.241
STRAY,OTC,DOG,S,NORMAL,PIT BULL,WHITE,1,19.241
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,TAN,1,19.243
OWNER SUR,OTC,DOG,N,NORMAL,CHIHUAHUA SH,BLACK,1,20.241
STRAY,OTC,DOG,S,NORMAL,ENG SHEPHERD,BLACK,1,19.189
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,DOGO ARGENTINO,WHITE,1,19.189
STRAY,FIELD,DOG,N,NORMAL,DACHSHUND,RED,1,19.189
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,1,21.243
STRAY,OTC,DOG,N,NORMAL,PIT BULL,WHITE,1,20.189
STRAY,OTC,DOG,F,INJURED,STAFFORDSHIRE,WHITE,1,20.189
OWNER SUR,OTC,DOG,S,NORMAL,AUST CATTLE DOG,BLACK,1,20.763
OWNER SUR,OTC,CAT,N,INJURED,SIAMESE,LYNX PT,1,21.73
OWNER SUR,FIELD,DOG,S,SICK,CHIHUAHUA SH,BLACK,1,22.219
STRAY,OTC,DOG,N,NORMAL,GOLDEN RETR,GOLD,1,4.246
OWNER SUR,OTC,DOG,S,NORMAL,COCKER SPAN,WHITE,1.14,1.603
OWNER SUR,OTC,DOG,S,NORMAL,COCKER SPAN,BLACK,1.14,1.603
OWNER SUR,OTC,DOG,S,NORMAL,COCKER SPAN,BLACK,1.14,1.603
OWNER SUR,OTC,DOG,N,SICK,BORDER COLLIE,BLACK,1.14,1.705
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,1.14,1.78
OWNER SUR,OTC,DOG,S,NORMAL,BEAGLE,TAN,1.14,1.971
STRAY,OTC,DOG,N,SICK,PIT BULL,BR BRINDLE,1.14,2.969
STRAY,OTC,DOG,S,NORMAL,ROTTWEILER,BLACK,1.14,3.135
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,1.14,3.166
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE TABBY,1.14,3.176
OWNER SUR,OTC,DOG,S,NORMAL,AUST SHEPHERD,TRICOLOR,1.14,3.219
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,1.14,2.372
STRAY,OTC,DOG,N,NORMAL,PLOTT HOUND,BR BRINDLE,1.14,2.413
OWNER SUR,OTC,DOG,S,OTHER,PIT BULL,WHITE,1.14,2.413
OWNER SUR,OTC,DOG,S,NORMAL,LABRADOR RETR,SABLE,1.14,2.436
OWNER SUR,FIELD,DOG,F,NORMAL,PIT BULL,TAN,1.14,2.186
STRAY,FIELD,DOG,N,INJURED,PIT BULL,BLACK,1.14,2.186
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BROWN,1.14,13.186
STRAY,FIELD,DOG,N,NORMAL,BORDER COLLIE,WHITE,1.14,13.186
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BLACK,1.14,13.727
STRAY,OTC,CAT,M,SICK,DOMESTIC SH,ORG TABBY,1.14,18.969
OWNER SUR,OTC,CAT,M,INJURED,DOMESTIC SH,BRN TABBY,1.14,18.189
STRAY,OTC,DOG,S,NORMAL,BOXER,WHITE,1.14,18.189
OWNER SUR,OTC,DOG,S,OTHER,PIT BULL,WHITE,1.14,18.996
OWNER SUR,OTC,DOG,M,NORMAL,ITAL GREYHOUND,BR BRINDLE,1.14,19.189
STRAY,FIELD,DOG,N,INJURED,SCOT TERRIER,BLACK,1.14,22.002
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,CALICO,1.14,22.369
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,1.14,23.272
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC LH,BLUE,1.14,3.186
STRAY,OTC,DOG,M,SICK,PIT BULL,WHITE,1.14,24.219
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE,1.14,24.219
EUTH REQ,NO SUBTYPE,CAT,U,SICK,DOMESTIC SH,BLACK,1.14,12.254
BORN IN,NO SUBTYPE,DOG,N,NURSING,PIT BULL,BR BRINDLE,1.29,1.186
BORN IN,NO SUBTYPE,DOG,N,NURSING,PIT BULL,BR BRINDLE,1.29,1.186
BORN IN,NO SUBTYPE,DOG,N,NURSING,PIT BULL,BR BRINDLE,1.29,1.186
OWNER SUR,OTC,DOG,S,NURSING,LABRADOR RETR,TAN,1.29,1.257
OWNER SUR,OTC,DOG,S,NURSING,LABRADOR RETR,TAN,1.29,1.257
OWNER SUR,FIELD,DOG,U,NURSING,CHIHUAHUA SH,WHITE,1.29,1.288
OWNER SUR,FIELD,DOG,U,NURSING,CHIHUAHUA SH,WHITE,1.29,1.288
OWNER SUR,FIELD,DOG,U,NURSING,CHIHUAHUA SH,BLACK,1.29,1.288
OWNER SUR,FIELD,DOG,U,NURSING,CHIHUAHUA SH,BLACK,1.29,1.288
OWNER SUR,FIELD,DOG,U,NURSING,CHIHUAHUA SH,BLACK,1.29,1.288
OWNER SUR,FIELD,DOG,U,NURSING,CHIHUAHUA SH,BLACK,1.29,1.288
STRAY,OTC,DOG,N,NORMAL,AMERICAN STAFF,BLACK,1.29,1.28
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,1.29,1.603
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,1.29,1.603
STRAY,OTC,CAT,N,NORMAL,DOMESTIC LH,BRN TABBY,1.29,1.603
STRAY,FIELD,DOG,S,NORMAL,COLLIE SMOOTH,TAN,1.29,1.711
STRAY,OTC,DOG,N,NORMAL,KUVASZ,WHITE,1.29,1.711
PUBLIC AST,QUARANTINE,CAT,N,NORMAL,DOMESTIC MH,BLUE,1.29,1.772
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BLUE,1.29,1.772
STRAY,FIELD,CAT,U,INJURED,DOMESTIC SH,WHITE,1.29,1.855
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,BL BRINDLE,1.29,1.932
STRAY,FIELD,DOG,S,NORMAL,BULL TERRIER,WHITE,1.29,1.988
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,FAWN,1.29,2.941
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,1.29,3.036
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,1.29,3.036
EUTH REQ,NO SUBTYPE,CAT,F,SICK,DOMESTIC SH,WHITE,1.29,3.052
STRAY,FIELD,DOG,N,NORMAL,YORKSHIRE TERR,BLACK,1.29,3.052
STRAY,FIELD,DOG,S,NORMAL,LEONBERGER,BROWN,1.29,3.135
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,CREAM,1.29,3.243
OWNER SUR,FIELD,DOG,S,NURSING,CHIHUAHUA LH,CHOCOLATE,1.29,2.186
STRAY,OTC,DOG,S,NORMAL,BLACK/TAN HOUND,BLACK,1.29,2.186
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,SIBERIAN HUSKY,GRAY,1.29,2.189
STRAY,EMERG CLC,CAT,S,INJURED,DOMESTIC LH,TORBIE,1.29,2.689
OWNER SUR,OTC,DOG,S,NURSING,SCHNAUZER MIN,BLACK,1.29,2.772
STRAY,FIELD,DOG,N,NORMAL,PIT BULL,BLUE,1.29,2.877
STRAY,OTC,DOG,N,NORMAL,LAKELAND TERR,BLUE,1.29,2.993
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,ORG TABBY,1.29,2.993
OWNER SUR,FIELD,DOG,S,NORMAL,CAIRN TERRIER,TAN,1.29,2.996
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,CHOCOLATE,1.29,13.969
STRAY,OTC,DOG,S,NORMAL,NORWICH TERRIER,TAN,1.29,18.241
STRAY,OTC,DOG,F,NORMAL,PIT BULL,BR BRINDLE,1.29,13.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC LH,BLUE TABBY,1.29,13.186
STRAY,OTC,DOG,S,NORMAL,SCHNAUZER MIN,BLACK,1.29,13.186
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,1.29,13.186
STRAY,OTC,DOG,F,NORMAL,PIT BULL,BR BRINDLE,1.29,13.186
OWNER SUR,OTC,DOG,N,NORMAL,AUST CATTLE DOG,BLUE TICK,1.29,13.186
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,WHITE,1.29,13.297
STRAY,FIELD,DOG,S,NORMAL,PUG,TAN,1.29,19.243
STRAY,OTC,DOG,S,NORMAL,BULLDOG,BLACK,1.29,19.243
STRAY,OTC,DOG,N,NORMAL,POODLE MIN,TAN,1.29,18.189
PUBLIC AST,INVESTIGAT,DOG,N,NORMAL,AMER BULLDOG,WHITE,1.29,18.189
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,ORG TABBY,1.29,19.999
STRAY,FIELD,DOG,S,NORMAL,STAFFORDSHIRE,WHITE,1.29,20.227
OWNER SUR,OTC,CAT,M,NORMAL,DOMESTIC SH,BLACK,1.29,19.189
STRAY,OTC,DOG,M,NORMAL,POMERANIAN,TAN,1.29,19.189
STRAY,OTC,DOG,N,INJURED,LABRADOR RETR,CHOCOLATE,1.29,20.999
STRAY,OTC,DOG,S,NORMAL,SHIH TZU,TAN,1.29,21.189
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHIHUAHUA SH,TAN,1.29,21.219
OWNER SUR,OTC,DOG,N,NORMAL,FOX TERR WIRE,BLACK,1.29,23.219
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,COCKER SPAN,BUFF,1.29,23.219
STRAY,OTC,DOG,N,NORMAL,RAT TERRIER,TRICOLOR,1.29,24.219
EUTH REQ,OTC OWNED,DOG,S,AGED,AMER BULLDOG,WHITE,1.29,3.219
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA LH,TRICOLOR,1.29,3.219
OWNER SUR,OTC,CAT,N,AGED,DOMESTIC SH,ORG TABBY,1.29,5.249
OWNER SUR,OTC,DOG,F,NORMAL,BEAGLE,TAN,1.29,6.249
STRAY,OTC,CAT,N,NURSING,DOMESTIC MH,BRN TABBY,1.43,1.265
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,BLACK,1.43,1.603
OWNER SUR,FIELD,DOG,N,NORMAL,WELSH CORGI CAR,TAN,1.43,1.705
OWNER SUR,FIELD,DOG,S,NORMAL,WELSH CORGI CAR,BLACK,1.43,1.721
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,1.43,1.689
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLUE TABBY,1.43,1.772
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,1.43,1.772
STRAY,FIELD,DOG,N,NORMAL,AMERICAN STAFF,FAWN,1.43,1.963
STRAY,OTC,CAT,M,INJURED,DOMESTIC SH,BRN TABBY,1.43,2.969
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,1.43,3.135
STRAY,FIELD,DOG,M,NORMAL,LHASA APSO,BLACK,1.43,3.135
STRAY,OTC,CAT,N,NORMAL,DOMESTIC LH,BLACK,1.43,3.243
STRAY,FIELD,DOG,S,NORMAL,ROTTWEILER,BLACK,1.43,3.189
STRAY,FIELD,DOG,N,NORMAL,LHASA APSO,CREAM,1.43,3.219
STRAY,OTC,DOG,N,NORMAL,BEARDED COLLIE,BLACK,1.43,3.219
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,TRICOLOR,1.43,3.249
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,1.43,13.227
STRAY,OTC,CAT,M,NORMAL,DOMESTIC SH,SLVR TABBY,1.43,13.232
STRAY,OTC,DOG,S,NORMAL,BORDER COLLIE,TRICOLOR,1.43,13.232
STRAY,FIELD,DOG,M,NORMAL,PIT BULL,BR BRINDLE,1.43,2.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,1.43,2.186
STRAY,FIELD,DOG,S,INJURED,BRITTANY,BROWN,1.43,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,1.43,2.186
STRAY,OTC,DOG,N,NORMAL,DACHSHUND,BROWN,1.43,2.91
OWNER SUR,OTC,DOG,N,NORMAL,CHIHUAHUA SH,BROWN,1.43,2.966
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BROWN,1.43,13.969
STRAY,FIELD,DOG,S,NORMAL,GERM SHEPHERD,TAN,1.43,13.452
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,1.43,18.23
STRAY,OTC,DOG,S,NORMAL,CHIHUAHUA SH,TRICOLOR,1.43,18.241
STRAY,OTC,DOG,S,NORMAL,PIT BULL,BR BRINDLE,1.43,13.186
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BRN TABBY,1.43,13.186
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,BR BRINDLE,1.43,13.186
STRAY,EMERG CLC,DOG,N,NORMAL,YORKSHIRE TERR,SILVER,1.43,13.186
OWNER SUR,OTC,CAT,N,FERAL,DOMESTIC LH,BLUE,1.43,13.186
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,BR BRINDLE,1.43,13.186
PUBLIC AST,QUARANTINE,CAT,N,NORMAL,DOMESTIC SH,CRM TABBY,1.43,13.189
OWNER SUR,OTC,DOG,S,PREGNANT,PIT BULL,BLUE CREAM,1.43,18.969
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BLACK,1.43,19.23
STRAY,OTC,DOG,S,NORMAL,AUST CATTLE DOG,WHITE,1.43,19.23
STRAY,OTC,CAT,N,NORMAL,DOMESTIC SH,BLACK,1.43,18.189
STRAY,FIELD,DOG,M,NORMAL,ROTTWEILER,BLACK,1.43,18.189
STRAY,FIELD,DOG,F,NORMAL,ROTTWEILER,BLACK,1.43,18.189
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,BLACK,1.43,18.913
STRAY,OTC,DOG,N,INJURED,POMERANIAN,BROWN,1.43,20.189
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,BLACK,1.43,20.189
STRAY,OTC,DOG,S,NORMAL,PIT BULL,WHITE,1.43,20.735
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,1.43,22.235
OWNER SUR,FIELD,DOG,S,NORMAL,BORDER COLLIE,WHITE,1.43,22.241
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA SH,TAN,1.43,21.189
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,BULLDOG,WHITE,1.43,21.254
PUBLIC AST,QUARANTINE,DOG,S,NORMAL,LABRADOR RETR,TAN,1.43,23.26
STRAY,OTC,DOG,S,NORMAL,RAT TERRIER,TAN,1.43,24.219
STRAY,FIELD,DOG,S,NORMAL,CHIHUAHUA SH,BLACK,1.43,24.219
STRAY,OTC,CAT,F,NORMAL,DOMESTIC MH,TORTIE,1.43,3.219
STRAY,FIELD,DOG,N,SICK,PIT BULL,WHITE,1.43,4.502
STRAY,OTC,DOG,N,NORMAL,GERM WH POINT,CHOCOLATE,1.57,1.674
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,1.57,1.674
STRAY,FIELD,DOG,N,NORMAL,AIREDALE TERR,TAN,1.57,1.713
STRAY,OTC,DOG,N,NORMAL,ROTTWEILER,BLACK,1.57,1.713
STRAY,OTC,DOG,S,NORMAL,ROTTWEILER,BLACK,1.57,1.713
STRAY,OTC,DOG,M,SICK,PIT BULL,BLUE,1.57,2.969
STRAY,OTC,DOG,S,INJURED,GERM SHEPHERD,BLACK,1.57,2.969
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,1.57,3.071
STRAY,OTC,CAT,S,NORMAL,DOMESTIC MH,BLACK,1.57,3.071
STRAY,OTC,DOG,N,NORMAL,CHIHUAHUA SH,FAWN,1.57,3.135
STRAY,FIELD,DOG,S,NORMAL,QUEENSLAND HEEL,BLACK,1.57,3.182
STRAY,OTC,DOG,S,NORMAL,PEKINGESE,CREAM,1.57,2.413
STRAY,OTC,DOG,S,INJURED,SCHNAUZER MIN,TRICOLOR,1.57,2.416
ABANDONED,NO SUBTYPE,DOG,S,NORMAL,CATAHOULA,BRN MERLE,1.57,2.416
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,1.57,13.235
STRAY,FIELD,DOG,S,NORMAL,LABRADOR RETR,YELLOW,1.57,13.186
STRAY,FIELD,DOG,F,NORMAL,PIT BULL,BROWN,1.57,2.186
STRAY,FIELD,DOG,N,NORMAL,GERM SHEPHERD,BLACK,1.57,2.186
STRAY,OTC,DOG,S,NORMAL,BEAGLE,WHITE,1.57,2.829
OWNER SUR,FIELD,DOG,S,NORMAL,IBIZAN HOUND,TAN,1.57,2.855
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORTIE,1.57,2.861
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC SH,BLUE,1.57,2.993
STRAY,FIELD,DOG,M,NORMAL,PIT BULL,TAN,1.57,13.969
STRAY,OTC,DOG,N,NORMAL,AKITA,BLACK,1.57,13.969
PUBLIC AST,QUARANTINE,DOG,N,NORMAL,CHIHUAHUA SH,TAN,1.57,14.047
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,TAN,1.57,18.221
STRAY,FIELD,DOG,S,NORMAL,CATAHOULA,TAN,1.57,18.235
OWNER SUR,OTC,DOG,N,NORMAL,PIT BULL,BROWN,1.57,13.186
STRAY,FIELD,DOG,F,NORMAL,PIT BULL,WHITE,1.57,13.186
STRAY,OTC,CAT,N,NORMAL,SIAMESE,LYNX PT,1.57,13.186
OWNER SUR,OTC,CAT,N,FERAL,DOMESTIC SH,BLUE,1.57,13.186
STRAY,OTC,DOG,N,SICK,CHIHUAHUA SH,BROWN,1.57,13.186
STRAY,FIELD,DOG,N,NORMAL,CHIHUAHUA SH,CHOCOLATE,1.57,13.186
OWNER SUR,RETURN,DOG,S,NORMAL,GREYHOUND,BR BRINDLE,1.57,13.921
STRAY,FIELD,DOG,S,SICK,POODLE TOY,WHITE,1.57,20.238
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,WHITE,1.57,21.235
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,PIT BULL,TAN,1.57,20.219
PUBLIC AST,QUARANTINE,DOG,M,NORMAL,HARRIER,WHITE,1.57,22.088
STRAY,FIELD,DOG,N,NORMAL,VIZSLA,RED,1.57,22.219
STRAY,OTC,DOG,N,AGED,AUST TERRIER,RED,1.57,22.219
OWNER SUR,OTC,CAT,N,NORMAL,BALINESE,FLAME PT,1.57,23.219
STRAY,FIELD,DOG,F,NORMAL,LABRADOR RETR,BLACK,1.57,4.224
OWNER SUR,OTC,DOG,S,OTHER,AUST CATTLE DOG,BLUE TICK,1.57,5.249
EUTH REQ,OTC OWNED,DOG,M,AGED,GERM SHEPHERD,BLACK,1.57,5.249
STRAY,OTC,DOG,S,NORMAL,LABRADOR RETR,BROWN,1.71,1.603
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,1.71,1.603
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,BROWN,1.71,1.603
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,1.71,1.603
STRAY,OTC,DOG,N,NORMAL,GERM SHEPHERD,BROWN,1.71,1.603
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BROWN,1.71,1.603
OWNER SUR,RETURN,CAT,N,NORMAL,RAGDOLL,SEAL PT,1.71,1.721
STRAY,FIELD,DOG,S,NORMAL,PIT BULL,RED,1.71,1.689
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,TORBIE,1.71,1.772
STRAY,OTC,DOG,S,NORMAL,GERM SHEPHERD,BLACK,1.71,1.861
OWNER SUR,OTC,CAT,N,NORMAL,DOMESTIC MH,BRN TABBY,1.71,3.16
OWNER SUR,RETURN,DOG,N,NORMAL,COLLIE ROUGH,BLACK,1.71,2.363
OWNER SUR,OTC,CAT,S,NORMAL,SIAMESE,TORTIE PT,1.71,2.416
STRAY,OTC,CAT,S,NORMAL,MANX,TORBIE,1.71,13.235
OWNER SUR,OTC,CAT,S,NORMAL,DOMESTIC SH,BLACK,1.71,13.246
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,TAN,1.71,2.186
STRAY,OTC,DOG,M,NORMAL,YORKSHIRE TERR,BROWN,1.71,2.186
PUBLIC AST,EMERGENCY,DOG,N,INJURED,PEKINGESE,TAN,1.71,2.186
STRAY,OTC,CAT,S,NORMAL,DOMESTIC SH,BRN TABBY,1.71,2.671
OWNER SUR,OTC,DOG,S,NORMAL,BORDER COLLIE,BLACK,1.71,2.808
OWNER SUR,OTC,DOG,S,NORMAL,PIT BULL,BLACK,1.71,13.969
STRAY,FIELD,DOG,N,NORMAL,BEAGLE,TRICOLOR,1.71,18.241
STRAY,FIELD,CAT,N,INJURED,DOMESTIC MH,ORG TABBY,1.71,13.186
PUBLIC AST,INVESTIGAT,DOG,N,NORMAL,PIT BULL,TAN,1.71,13.186
OWNER SUR,OTC,DOG,N,NORMAL,PIT BULL,BUFF,1.71,18.969
STRAY,OTC,DOG,N,NORMAL,LABRADOR RETR,TAN,1.71,18.485
STRAY,FIELD,DOG,N,INJURED,PIT BULL,BROWN,1.71,19.235
